memory_matrix_accuracy,memory_matrix_avg_time,pattern_sequence_accuracy,pattern_sequence_avg_time,multi_switch_accuracy,switch_cost_ms,dual_task_memory_accuracy,dual_task_math_accuracy,cpt_accuracy,cpt_false_positives,keep_track_accuracy,operation_span_processing_accuracy,operation_span_storage_accuracy,find_the_box_accuracy,color_number_accuracy,color_number_false_clicks,rule_discovery_accuracy,average_rule_guesses,average_discovery_time_ms,overall_score,behavior_profile
84.1,1309.68,83.89,1141.52,73.7,397.36,85.54,84.45,87.53,1,74.7,84.27,95.25,100.0,94.44,0,73.6,2.66,5819.2,85.46,Efficient
100.0,1351.54,100.0,1583.58,100.0,448.29,97.25,96.86,96.85,0,98.64,97.25,88.75,78.14,100.0,0,90.37,2.73,5222.52,94.51,Efficient
60.94,1620.83,74.99,1163.73,70.98,542.02,63.93,72.67,74.91,7,66.41,61.2,61.57,56.04,65.85,5,72.51,2.84,5191.79,71.86,Inconsistent
76.88,1083.96,92.96,1069.9,90.35,413.22,82.51,83.71,83.74,3,82.81,86.49,85.04,80.62,72.68,2,81.8,2.92,5749.4,81.87,Efficient
27.52,1238.67,35.06,1614.04,47.81,466.37,23.32,43.53,35.29,10,30.68,41.94,49.67,51.17,41.45,6,38.55,4.02,8050.46,38.29,Impulsive
86.85,1049.24,83.7,891.05,91.43,246.07,93.91,89.5,85.32,1,74.7,86.31,85.16,88.58,87.63,3,100.0,2.23,4577.7,88.57,Efficient
48.5,1551.9,35.86,1418.14,58.08,383.05,53.22,38.82,47.69,8,43.55,55.3,46.91,49.3,48.37,8,36.56,4.12,7510.29,54.11,Impulsive
92.74,1433.56,87.82,1040.09,81.85,377.94,89.06,73.48,79.7,0,81.29,91.02,87.98,89.01,84.51,1,77.64,2.48,6078.74,88.19,Efficient
92.3,663.74,100.0,1169.15,100.0,354.72,95.46,91.59,95.45,1,100.0,87.64,89.31,94.64,100.0,0,100.0,2.6,5024.02,94.58,Efficient
35.71,1796.86,37.19,1808.2,47.62,758.38,48.85,44.57,42.18,4,43.91,30.82,43.69,54.73,32.31,3,35.82,4.43,6589.43,43.21,Inconsistent
68.29,915.11,64.67,1381.7,73.79,503.6,64.04,65.49,68.33,9,60.6,75.37,72.73,72.47,59.08,7,81.21,3.63,6196.82,68.9,Impulsive
91.06,1645.93,100.0,2091.15,87.09,546.95,89.51,85.17,92.53,1,87.1,88.27,83.7,85.63,80.43,1,96.52,2.83,4743.53,89.0,Careful
85.62,1114.13,90.78,1056.74,82.92,463.69,67.77,76.6,93.99,0,80.58,91.66,81.59,93.8,88.09,0,74.23,2.59,5462.95,83.76,Efficient
93.87,1456.9,85.33,1549.19,96.03,468.77,89.5,86.07,81.39,4,90.82,86.66,95.63,82.69,93.34,1,100.0,2.87,5218.6,88.05,Efficient
89.65,1646.15,86.98,1059.15,79.13,409.95,82.68,98.62,88.77,5,79.48,90.0,86.39,100.0,89.84,1,84.13,2.01,4995.19,91.4,Efficient
66.86,1206.94,62.48,1262.38,69.15,423.11,43.19,55.7,53.04,11,59.19,53.67,56.91,73.3,56.88,10,61.96,4.62,6325.76,61.7,Impulsive
76.3,1605.12,87.56,1315.78,66.8,365.04,76.67,88.91,85.88,1,80.48,90.15,84.72,83.2,87.44,1,86.29,3.55,5822.15,80.51,Efficient
84.98,2065.85,76.99,1925.16,78.52,551.17,77.45,78.39,78.05,1,85.06,81.84,83.47,100.0,81.84,1,88.53,2.5,5174.11,82.86,Careful
50.26,1378.13,56.61,1382.94,69.13,503.59,32.95,40.72,42.93,10,39.82,38.01,44.23,36.89,49.31,11,47.09,4.41,5507.2,44.45,Impulsive
62.86,1319.73,75.6,837.72,63.88,413.12,54.46,68.41,55.16,11,63.07,77.18,54.58,63.31,75.26,8,68.05,3.63,6682.93,66.55,Impulsive
75.03,1899.41,77.66,2149.72,83.04,628.77,82.79,76.19,85.12,0,76.35,81.79,72.83,90.42,81.88,2,87.82,2.24,5659.37,85.49,Careful
100.0,1901.16,100.0,1685.91,100.0,428.55,100.0,100.0,100.0,0,98.22,94.81,100.0,100.0,100.0,0,95.94,2.68,4075.04,97.04,Careful
20.0,1330.14,20.0,1345.12,20.0,583.23,20.0,20.0,20.0,5,20.0,20.0,20.0,20.0,20.0,5,20.0,5.62,7689.77,17.65,Inconsistent
82.97,2197.7,71.52,2073.9,64.53,751.26,66.91,74.77,80.56,10,77.67,75.42,86.36,77.43,79.66,8,100.0,3.3,6088.85,81.61,Inconsistent
91.74,1640.07,91.88,1467.81,82.05,334.7,71.78,74.76,77.26,0,82.83,94.29,94.26,79.28,65.3,0,72.69,2.28,6808.17,86.08,Efficient
83.75,1252.62,74.73,1121.1,83.94,267.41,87.18,85.71,86.51,0,94.39,90.59,83.66,73.72,78.29,0,81.12,2.74,4584.05,80.83,Efficient
44.48,885.82,55.71,1047.42,42.45,616.3,53.45,40.85,41.26,8,51.13,38.86,52.44,48.67,38.87,8,45.21,4.23,6672.82,45.54,Impulsive
88.7,1115.52,83.03,1262.26,82.02,358.63,77.45,84.9,84.72,0,84.4,74.71,88.6,81.48,74.74,0,82.88,1.96,5878.77,85.98,Efficient
64.49,1582.34,71.14,1365.05,48.86,574.97,59.79,55.78,57.42,1,61.43,48.64,50.12,56.57,57.82,1,48.85,3.68,5760.33,53.97,Inconsistent
99.72,898.88,100.0,745.32,100.0,287.8,97.48,96.61,96.74,4,99.62,100.0,100.0,100.0,95.61,1,99.16,2.1,5052.82,100.0,Efficient
90.39,1229.52,85.31,1127.88,82.0,407.87,80.28,100.0,86.2,0,85.79,93.39,79.67,95.48,86.12,0,73.95,2.82,5317.91,89.45,Efficient
97.74,1331.82,100.0,1296.87,96.22,312.08,85.71,99.48,96.99,2,84.48,93.86,99.22,100.0,87.51,1,100.0,2.26,5176.03,95.55,Efficient
32.61,1765.62,36.39,1640.63,34.16,687.61,43.26,42.67,36.39,10,55.06,40.89,36.57,30.44,33.05,10,29.0,4.67,7186.58,39.18,Inconsistent
43.55,1037.5,47.68,945.66,55.96,411.34,45.58,50.41,51.35,10,65.5,55.66,41.3,30.75,49.49,9,41.94,3.98,6056.83,49.67,Impulsive
80.48,1947.98,76.75,2148.8,97.75,508.28,83.63,80.93,86.65,2,76.98,79.01,91.07,76.62,74.1,0,81.53,2.82,4757.79,84.61,Careful
89.84,1615.66,82.45,1228.4,89.67,285.56,100.0,75.89,94.06,1,93.83,86.52,88.69,90.21,79.55,2,72.67,2.51,4857.48,89.63,Efficient
71.88,1330.95,86.31,1349.13,76.3,443.45,91.07,77.48,78.02,0,68.89,84.94,85.74,89.33,87.05,0,85.42,2.11,5800.51,85.13,Efficient
76.87,2287.16,81.85,2069.51,100.0,475.18,82.69,80.83,81.19,2,87.1,86.11,73.72,78.46,76.41,0,79.21,2.13,6611.85,81.86,Careful
100.0,1472.19,88.3,1500.01,80.09,452.4,99.65,96.39,100.0,0,95.46,100.0,91.47,100.0,88.78,1,97.41,2.31,4780.34,93.91,Efficient
86.41,1627.81,97.8,1519.97,93.67,322.7,85.24,93.49,90.38,3,75.49,88.92,79.63,93.68,88.49,4,97.52,3.38,4357.12,86.17,Careful
84.9,1591.99,94.49,1751.34,92.58,631.3,82.27,97.79,90.9,0,93.94,80.71,100.0,92.9,100.0,2,83.56,2.35,5573.04,92.03,Careful
78.53,1062.36,85.55,769.25,86.26,397.52,86.71,78.96,87.63,1,80.73,93.71,97.66,77.48,84.46,2,92.73,2.41,5891.59,84.32,Efficient
96.22,1890.82,97.9,1283.93,89.41,417.36,91.52,94.58,100.0,0,91.87,100.0,100.0,92.6,100.0,0,89.75,2.98,4459.45,92.62,Careful
38.31,1106.63,25.55,1102.92,26.01,534.69,22.43,30.83,30.28,8,22.33,37.78,52.1,40.0,29.6,4,29.38,4.75,8154.04,30.8,Impulsive
70.98,1713.66,70.51,1815.45,82.69,378.59,72.27,61.93,80.83,2,71.53,83.55,76.89,76.51,78.92,0,68.26,2.34,5359.71,75.09,Careful
57.95,983.47,61.53,1144.6,59.98,445.21,64.04,50.2,61.58,8,53.26,58.05,72.87,48.02,56.97,8,47.73,3.92,6595.42,59.47,Impulsive
67.2,680.71,53.51,1348.5,57.29,433.72,38.5,48.11,59.36,5,55.21,20.0,57.38,67.33,36.02,8,65.66,4.54,6656.58,55.51,Impulsive
84.09,1428.62,84.64,1368.29,89.4,488.51,85.0,76.02,93.52,6,83.32,100.0,88.98,96.69,91.6,1,98.39,3.06,5266.73,90.58,Efficient
92.1,1174.37,81.77,1379.84,88.33,412.07,93.38,100.0,90.66,1,99.78,89.3,81.92,100.0,88.48,4,97.92,2.79,4953.68,95.65,Efficient
93.94,1290.94,92.02,1280.71,100.0,523.34,100.0,79.99,85.51,4,73.31,71.52,89.54,79.09,100.0,0,99.05,2.22,5025.96,90.39,Efficient
95.39,1733.66,92.64,1871.32,100.0,572.55,77.0,85.84,85.43,2,93.2,77.44,92.87,75.98,93.51,0,97.92,2.79,5748.87,89.78,Careful
100.0,1808.23,98.05,1683.58,94.27,302.37,83.12,100.0,90.23,1,100.0,86.94,100.0,100.0,100.0,0,100.0,3.24,4094.01,98.79,Careful
82.0,1995.74,82.9,2055.64,79.68,612.85,83.15,83.23,73.27,1,83.48,85.64,68.39,92.87,71.28,0,70.92,2.82,5360.47,80.03,Careful
78.47,1698.39,95.51,2035.23,74.79,468.52,80.29,81.2,83.3,1,88.72,84.61,88.68,80.55,86.76,1,84.47,2.68,5314.16,88.17,Careful
90.48,1244.94,84.59,1470.81,93.97,404.24,86.41,86.64,78.69,2,83.78,94.69,98.5,85.8,94.26,0,100.0,2.75,5194.93,90.3,Efficient
55.72,1346.01,65.46,915.4,73.01,421.54,57.67,54.75,51.62,11,62.48,70.36,70.76,71.55,63.85,6,61.34,3.75,6407.7,62.88,Impulsive
87.69,1464.33,84.27,1596.74,90.87,538.34,96.84,78.18,87.68,6,88.68,87.66,80.53,80.7,79.33,4,78.57,2.9,4896.54,85.51,Inconsistent
100.0,1431.62,85.74,1262.43,100.0,337.93,92.46,100.0,95.37,0,89.1,100.0,100.0,97.5,97.12,2,100.0,2.64,5260.22,93.41,Efficient
50.48,1331.67,40.28,1284.68,52.46,538.03,54.38,46.38,48.12,11,40.96,55.14,47.79,54.9,47.33,10,53.75,3.92,6131.18,49.95,Impulsive
100.0,1016.52,99.89,749.58,94.14,221.41,92.57,92.34,97.93,2,100.0,86.65,94.38,99.67,100.0,2,97.74,2.5,4280.56,96.31,Efficient
52.48,1564.46,57.19,1654.56,54.12,442.15,71.79,72.25,56.67,3,56.9,53.4,65.24,53.76,53.02,4,65.2,3.82,7347.87,56.18,Inconsistent
43.52,1061.25,44.81,1478.21,40.12,518.32,40.17,38.61,48.7,7,58.14,63.02,52.29,44.76,52.79,8,47.95,4.45,6217.71,47.65,Impulsive
55.74,914.62,46.98,1042.16,45.23,352.14,40.23,57.73,53.46,6,47.24,38.83,57.31,52.45,48.13,7,45.17,4.4,6431.31,49.58,Impulsive
93.22,2076.43,99.63,1797.69,95.53,495.87,88.59,88.2,96.25,2,97.85,91.91,85.36,100.0,100.0,3,76.53,2.83,5135.2,90.01,Careful
98.44,1213.11,100.0,993.22,100.0,347.06,93.53,100.0,100.0,2,100.0,96.17,94.41,84.72,100.0,2,100.0,2.5,3598.99,96.62,Efficient
89.92,1821.73,84.64,1344.73,96.37,535.55,84.95,83.51,98.52,2,94.23,89.51,96.52,91.46,94.45,3,84.04,2.9,5760.69,89.02,Efficient
59.21,1666.26,43.29,1714.56,62.47,634.97,58.65,58.97,64.42,4,43.03,42.86,60.85,58.6,60.02,1,54.5,3.86,6973.41,57.59,Inconsistent
52.18,1862.43,58.94,2240.39,47.07,738.05,47.03,57.66,47.68,3,60.53,54.58,40.07,55.57,41.21,1,60.94,3.42,5679.76,56.57,Inconsistent
68.13,1675.73,85.63,2034.59,84.3,533.71,73.49,83.91,83.87,2,59.17,83.36,77.73,58.11,86.36,0,78.93,2.78,5111.75,76.54,Careful
88.56,1016.71,76.37,1635.73,85.15,157.89,93.97,87.99,80.55,0,90.61,82.02,93.59,90.9,84.05,2,80.08,3.01,5529.61,80.57,Efficient
53.27,1869.79,60.65,1587.65,59.7,542.98,65.41,62.92,55.2,1,46.92,64.18,66.82,76.75,64.87,3,51.29,3.93,7810.48,67.52,Inconsistent
89.85,996.58,98.9,1033.6,92.54,377.32,81.58,100.0,88.29,2,86.4,67.41,95.12,90.85,90.84,1,86.42,2.96,5130.4,88.27,Efficient
84.99,1767.2,75.99,1852.15,99.64,521.77,99.74,89.7,97.25,1,89.12,79.22,76.0,75.92,86.53,0,82.3,2.54,5917.57,86.65,Careful
82.95,1088.5,77.6,1330.78,99.39,258.19,87.46,91.91,99.6,2,95.66,83.54,100.0,90.7,92.53,4,86.62,2.85,5085.47,87.87,Efficient
67.89,1433.22,63.69,1319.54,69.16,659.6,65.61,56.14,77.17,4,68.44,66.92,60.73,65.76,62.66,4,58.82,3.24,5947.85,64.01,Inconsistent
86.21,1377.65,86.78,1174.25,100.0,590.28,87.8,79.79,88.95,4,91.42,79.06,92.52,98.98,90.41,1,82.13,3.34,5351.72,84.6,Inconsistent
83.26,1906.43,85.63,2043.67,72.16,628.92,87.95,84.87,84.46,0,82.13,81.04,83.63,83.96,73.76,1,97.38,1.89,4283.0,83.07,Careful
87.75,1264.49,84.75,1748.69,83.78,431.41,89.46,70.76,79.34,2,96.58,91.33,84.37,97.95,85.04,2,84.94,1.83,4786.43,87.36,Efficient
82.28,2186.52,81.63,1578.54,67.46,558.9,65.05,74.38,67.26,0,73.26,75.76,77.64,77.92,68.95,2,75.84,3.28,6316.57,71.97,Careful
76.66,1627.89,88.07,1256.51,95.81,456.53,76.13,68.06,77.23,2,80.19,78.21,83.52,96.33,64.93,3,74.07,3.7,5879.69,76.09,Efficient
74.2,2741.09,70.89,2921.74,50.7,846.37,86.23,86.63,75.31,6,81.76,71.12,77.2,77.82,70.6,5,63.67,3.41,4310.61,72.61,Inconsistent
49.68,1110.27,60.22,945.02,38.47,400.63,41.03,63.44,54.18,8,36.38,55.13,39.86,62.98,59.93,8,71.45,3.31,6392.01,50.22,Impulsive
99.1,1406.25,100.0,1458.9,88.58,371.63,100.0,98.97,93.84,2,91.79,100.0,95.26,91.97,96.48,1,100.0,3.15,4481.33,99.46,Efficient
83.07,1156.28,86.2,1286.26,88.81,243.28,78.51,92.37,86.96,0,71.44,70.91,86.48,84.81,85.75,0,86.33,2.76,6109.22,82.79,Efficient
57.61,1453.74,54.32,1041.1,59.98,509.5,67.24,50.95,51.76,8,49.44,67.38,62.39,71.0,55.05,9,48.2,3.85,5183.84,62.06,Impulsive
53.94,2248.54,51.08,1881.63,58.16,794.5,50.22,52.38,49.55,8,53.02,56.73,52.23,52.5,56.33,6,64.02,2.77,6445.54,57.56,Inconsistent
88.56,1271.45,91.68,1532.64,92.51,401.33,81.19,98.83,89.71,2,92.69,97.97,98.78,83.55,96.37,2,100.0,2.15,4464.54,95.06,Efficient
79.29,1739.75,87.59,1812.68,94.76,637.85,79.21,99.01,84.66,1,83.57,77.69,100.0,83.29,73.84,1,100.0,2.68,5860.12,86.43,Careful
73.3,1634.07,64.74,1415.58,81.61,624.05,69.87,82.82,61.68,3,75.27,62.91,64.96,77.28,68.21,4,93.41,3.07,6014.36,73.3,Inconsistent
61.9,1211.99,59.19,1037.94,62.05,490.15,73.21,54.56,46.77,10,49.12,49.71,50.84,51.12,57.7,10,60.12,4.29,5977.52,59.57,Impulsive
100.0,1557.31,100.0,1478.71,97.91,492.46,100.0,100.0,95.42,2,98.6,100.0,100.0,95.78,100.0,3,100.0,2.27,5143.87,100.0,Inconsistent
82.67,1532.19,89.94,1507.33,97.19,319.0,74.21,75.58,85.28,0,93.91,88.73,94.62,72.45,88.83,1,60.55,3.26,5731.32,89.01,Efficient
71.89,1114.44,84.89,1518.95,72.18,485.24,55.77,78.95,69.49,3,69.14,60.53,85.13,67.98,84.75,1,68.27,2.93,6017.23,69.46,Inconsistent
79.67,1022.13,100.0,1489.54,86.67,542.55,99.08,78.53,85.07,0,96.78,90.54,95.66,91.25,89.69,0,85.23,2.37,5273.39,88.85,Efficient
80.12,1338.39,84.49,1095.14,88.74,367.77,99.57,82.86,83.63,3,96.09,79.48,73.28,85.88,92.48,0,87.12,2.69,5224.85,84.27,Efficient
93.37,1391.82,93.16,1542.57,100.0,365.2,100.0,95.39,100.0,3,100.0,84.85,98.03,97.03,100.0,1,100.0,2.77,5535.77,98.77,Efficient
89.68,1771.9,87.28,1780.92,89.3,623.05,96.69,88.3,89.48,1,97.47,92.01,86.78,93.44,99.46,0,100.0,2.23,4811.49,91.43,Careful
96.02,2081.88,95.55,1396.54,97.88,608.82,95.69,92.36,91.78,0,83.78,98.67,91.71,100.0,99.28,2,86.32,2.75,5799.46,93.31,Careful
100.0,1170.47,100.0,833.23,92.01,419.41,97.65,100.0,93.51,4,92.77,88.85,74.99,94.43,88.19,2,84.19,2.53,4195.99,94.75,Efficient
36.76,905.84,47.06,1217.77,35.23,501.76,27.67,50.03,48.84,10,50.25,38.12,40.54,47.88,45.01,10,38.33,4.68,7265.08,44.58,Impulsive
77.29,1995.75,80.85,1673.94,68.38,442.8,69.23,76.4,80.31,0,65.56,73.3,72.93,78.23,74.82,0,69.97,3.24,6034.71,75.93,Careful
80.36,1651.6,80.6,1424.91,97.23,337.14,98.46,90.14,89.6,3,90.39,94.77,74.72,96.96,93.49,0,95.46,2.78,4418.18,89.73,Careful
56.77,1116.19,43.83,1319.95,48.25,536.5,51.3,62.77,48.54,7,55.4,40.27,51.26,48.93,62.85,7,45.97,3.67,6548.85,50.89,Inconsistent
89.15,1606.95,87.06,1565.76,100.0,452.27,92.87,83.96,85.55,2,82.18,97.21,86.8,90.74,89.21,1,96.3,2.28,5638.08,88.14,Careful
45.35,915.46,55.85,1097.8,27.04,310.57,58.86,52.23,46.23,9,49.93,55.32,47.9,55.22,54.44,6,49.21,3.88,6961.17,45.67,Impulsive
97.59,1997.14,100.0,2001.47,100.0,442.45,98.95,89.63,96.39,1,97.07,98.23,100.0,79.85,100.0,2,100.0,2.74,5492.06,98.21,Careful
50.73,1805.19,54.64,1628.65,51.66,447.2,47.78,42.08,61.97,8,53.11,54.45,64.34,58.03,45.11,7,63.64,3.98,6971.67,52.37,Impulsive
67.28,1438.08,66.96,1037.63,61.19,616.12,69.49,66.18,79.52,6,79.55,70.05,60.86,58.06,76.49,3,69.33,3.19,6007.5,69.23,Inconsistent
94.6,997.85,89.99,909.95,80.25,363.86,85.85,94.8,83.38,1,90.21,91.11,85.84,80.17,99.52,2,91.02,2.36,5553.25,87.51,Efficient
85.54,1416.04,78.27,1045.48,100.0,408.45,94.79,88.5,93.35,1,70.48,65.86,83.12,75.29,84.42,2,88.17,2.5,6150.72,84.44,Efficient
72.64,1534.36,81.36,1219.12,87.17,609.48,62.96,75.0,85.67,9,64.03,73.01,70.34,82.35,83.46,8,75.39,3.85,5567.95,79.66,Impulsive
35.75,935.9,43.61,672.85,50.14,437.61,46.23,53.81,37.06,2,47.3,39.6,43.85,50.9,28.49,1,59.95,3.1,7129.07,42.25,Inconsistent
94.15,1296.04,97.91,1421.89,88.53,405.11,99.3,91.35,89.53,1,82.44,74.51,78.72,92.96,83.97,1,76.42,2.34,5535.55,87.74,Efficient
78.26,1692.47,92.67,1735.68,85.23,435.59,85.06,88.46,90.97,0,84.3,92.26,90.85,92.26,94.65,0,67.75,2.9,5537.2,86.69,Careful
100.0,961.15,69.22,1291.15,100.0,482.61,83.92,88.26,75.91,0,99.83,97.73,82.64,100.0,98.71,2,86.61,2.19,5053.49,88.15,Efficient
62.77,1120.21,53.44,1294.48,63.47,401.31,70.33,55.68,57.02,7,63.69,35.24,50.16,66.07,59.24,10,56.07,3.65,5984.77,53.9,Impulsive
100.0,1143.0,100.0,722.28,100.0,248.74,100.0,86.11,100.0,4,100.0,100.0,90.1,92.64,100.0,0,100.0,2.43,4405.18,99.17,Efficient
68.38,1468.39,82.41,1288.03,76.49,723.45,83.56,75.98,70.81,2,82.69,60.6,73.76,70.26,88.66,1,92.2,2.17,5539.33,72.64,Inconsistent
92.14,2532.8,97.98,2586.03,85.2,549.31,92.17,86.19,89.26,1,84.54,100.0,87.38,90.91,88.7,1,95.79,2.95,5458.92,93.72,Careful
26.02,1543.86,35.78,1734.26,40.68,684.11,30.88,39.64,39.94,5,28.18,33.48,29.64,38.76,29.55,4,23.53,4.21,6956.63,31.01,Inconsistent
61.21,2225.41,57.83,1753.77,54.79,692.85,56.49,56.84,49.72,3,51.53,50.33,74.22,62.29,55.47,3,66.42,3.5,6400.02,56.55,Inconsistent
69.65,1196.48,56.33,759.92,72.77,651.73,68.47,55.45,66.84,2,82.53,78.71,65.75,65.51,78.33,0,53.75,2.84,6010.06,62.83,Inconsistent
64.71,2020.6,54.39,1929.94,64.23,853.07,65.83,48.57,51.64,5,71.18,56.66,51.94,48.86,56.09,3,70.79,4.59,6158.03,61.7,Inconsistent
87.21,1165.1,86.61,992.6,75.92,403.7,88.07,72.12,86.57,1,90.6,89.43,85.37,87.97,82.38,1,88.75,3.57,5116.75,84.48,Efficient
88.07,1691.65,87.7,1731.69,87.26,692.59,74.42,86.66,80.16,0,71.57,81.95,81.5,100.0,93.46,1,92.71,3.41,4972.32,86.15,Careful
63.94,1424.47,52.65,1016.87,56.73,435.81,58.98,62.34,59.56,12,60.88,59.21,55.52,64.27,43.66,8,51.4,3.62,6871.78,56.81,Impulsive
44.52,1540.65,50.57,1881.91,24.48,797.96,39.84,56.46,53.67,9,50.65,54.71,49.37,52.1,45.13,5,48.69,3.59,7338.86,48.4,Inconsistent
68.79,1787.87,72.4,1747.26,57.6,649.12,65.36,59.16,72.36,0,56.65,60.46,72.17,62.86,60.46,0,76.05,2.8,6169.9,64.53,Inconsistent
77.47,1174.11,82.41,1151.65,77.21,309.11,76.2,87.19,64.7,0,67.4,71.41,64.46,74.17,73.38,2,86.78,3.42,5016.44,79.17,Efficient
68.24,1092.32,74.51,942.44,72.01,455.17,71.26,74.34,68.71,2,48.71,77.39,59.15,68.36,67.3,0,66.28,2.8,6326.24,65.5,Inconsistent
99.86,921.56,84.96,1032.93,97.69,218.23,100.0,88.06,94.27,0,100.0,86.19,100.0,100.0,100.0,2,100.0,3.02,5702.37,95.54,Efficient
63.63,1974.4,52.28,1981.09,49.7,647.2,53.12,46.93,59.35,2,59.91,67.11,50.56,60.02,61.71,3,45.1,2.73,6450.18,58.01,Inconsistent
79.09,1575.18,90.67,1387.16,95.29,440.91,84.0,97.59,85.78,0,88.76,86.32,97.98,92.03,87.62,1,88.78,2.53,4976.19,81.54,Careful
78.04,2204.25,99.55,1958.25,87.14,623.72,100.0,82.88,82.82,1,91.09,84.29,94.15,97.87,95.16,0,98.65,2.43,5329.58,93.05,Careful
30.91,1030.09,31.05,1199.51,52.12,433.13,40.01,37.11,34.63,10,36.77,50.62,33.71,34.49,44.1,10,29.95,4.66,5737.88,39.44,Impulsive
100.0,1540.89,100.0,1557.79,100.0,293.31,100.0,98.05,100.0,1,100.0,92.21,97.67,100.0,99.46,0,96.05,1.95,4847.96,99.0,Efficient
99.63,992.96,100.0,976.15,89.31,340.95,88.13,89.58,88.75,0,100.0,100.0,94.93,97.01,92.07,2,100.0,2.97,4663.18,97.02,Efficient
86.19,1261.01,88.36,974.4,85.16,428.19,99.83,100.0,100.0,3,85.03,86.48,85.83,83.68,83.81,1,87.19,3.04,4272.07,87.8,Efficient
67.7,1569.55,52.56,1635.55,65.42,570.57,54.95,51.2,53.73,0,56.71,50.25,60.87,51.87,47.44,2,55.84,3.81,6186.97,56.31,Inconsistent
36.47,1477.89,45.5,1212.77,47.23,474.94,53.28,24.24,32.1,8,42.83,33.61,44.13,38.9,49.87,5,46.62,5.06,7534.03,40.21,Impulsive
100.0,1038.43,100.0,1175.6,87.54,318.73,95.23,85.42,100.0,1,86.96,100.0,91.47,93.46,90.09,2,87.36,2.33,4991.41,98.13,Efficient
100.0,1123.39,100.0,889.37,93.5,455.7,90.16,97.72,100.0,6,100.0,100.0,100.0,100.0,100.0,6,100.0,2.03,3731.06,97.44,Inconsistent
91.16,1953.98,92.65,1639.49,94.27,504.02,95.72,92.43,91.29,2,99.1,90.75,99.47,98.32,100.0,0,93.77,2.36,4660.54,94.44,Careful
100.0,1354.67,83.3,1843.69,100.0,506.17,90.29,100.0,97.16,2,100.0,93.26,99.99,99.99,93.41,2,100.0,2.34,4728.66,98.65,Careful
77.27,2505.45,76.36,2163.57,79.76,901.1,69.56,70.4,62.93,6,63.68,79.51,74.86,72.76,82.02,5,60.22,2.89,6896.76,77.39,Inconsistent
24.73,1007.98,35.55,1035.37,42.62,303.69,25.12,34.55,45.58,9,39.89,32.33,31.53,28.56,32.96,11,28.66,4.11,8217.52,36.82,Impulsive
100.0,1706.48,100.0,1619.78,99.73,399.88,92.28,100.0,94.68,0,100.0,100.0,100.0,100.0,100.0,3,100.0,2.42,4749.32,97.31,Careful
91.46,1944.21,100.0,2260.25,85.99,482.57,93.18,100.0,87.89,1,100.0,95.76,100.0,99.14,92.93,0,96.32,2.53,4326.91,93.57,Careful
94.96,1742.65,90.33,2572.89,79.3,542.32,84.29,93.55,78.97,0,81.81,85.23,96.76,100.0,91.99,4,60.52,2.04,5533.45,83.3,Careful
97.79,995.19,94.1,972.35,90.64,335.05,75.06,88.52,85.65,1,81.17,89.81,86.61,87.14,96.82,2,93.2,2.11,5956.52,91.02,Efficient
91.3,1255.15,88.42,1645.36,92.38,258.95,80.44,77.4,90.05,6,92.64,91.34,88.24,84.59,88.87,0,90.6,2.84,4590.6,89.39,Efficient
57.45,879.52,58.29,1238.46,56.63,436.93,48.3,58.99,57.94,8,60.31,55.87,67.23,56.95,68.12,9,58.97,3.38,5107.6,58.16,Impulsive
97.31,1486.53,98.31,1003.73,91.3,254.24,87.86,100.0,99.4,6,100.0,91.04,100.0,93.93,89.35,3,90.6,2.2,4265.31,91.03,Efficient
48.96,857.83,43.28,878.36,36.48,475.64,49.41,32.22,53.39,7,45.2,40.91,31.61,33.72,42.52,2,59.97,4.61,6778.21,42.26,Inconsistent
87.13,2654.52,98.3,2424.78,87.91,557.4,94.05,88.34,96.78,0,94.5,89.82,85.01,95.55,83.71,0,97.26,1.92,5901.02,89.83,Careful
54.26,1057.27,59.55,1059.83,64.41,509.64,57.46,56.06,50.89,12,51.67,53.07,59.87,57.85,48.75,9,61.91,4.83,5102.44,58.63,Impulsive
84.99,1192.11,89.44,1281.43,87.75,420.22,80.35,84.19,78.24,1,89.3,91.44,93.27,90.68,84.32,2,99.31,3.09,4718.76,84.53,Efficient
79.99,1140.86,74.39,1207.27,72.2,463.47,72.44,70.08,67.6,6,64.08,78.83,72.65,76.4,75.12,6,83.43,3.63,6029.89,77.56,Impulsive
27.11,1667.96,24.14,1347.81,33.21,690.08,29.25,28.4,26.52,4,21.0,22.36,26.76,23.39,33.67,3,25.61,5.27,8145.07,29.31,Inconsistent
82.99,1407.16,89.3,1349.3,83.23,399.99,100.0,82.6,85.43,3,94.22,99.06,95.42,98.04,88.93,2,88.98,2.11,5161.32,93.44,Efficient
100.0,1206.56,95.69,998.84,91.89,298.54,81.88,89.59,82.03,0,95.18,94.97,86.64,100.0,100.0,0,89.43,2.61,4284.89,94.0,Efficient
95.1,1596.77,100.0,1218.19,82.49,476.84,81.97,93.7,88.32,7,90.11,86.36,83.58,100.0,79.55,7,94.52,2.75,4720.56,86.49,Inconsistent
35.41,1569.44,24.94,1835.82,45.38,653.99,42.43,41.88,43.59,8,32.01,33.01,49.11,40.49,20.0,9,39.52,4.65,7234.87,38.5,Inconsistent
